iter	Passed	Remaining
437	1275	1637
438	1278	1633
439	1280	1630
440	1286	1631
441	1289	1627
442	1292	1625
443	1295	1621
444	1297	1617
445	1301	1616
446	1303	1612
447	1305	1608
448	1308	1605
449	1310	1601
450	1312	1597
451	1315	1594
452	1317	1590
453	1319	1586
454	1325	1587
455	1329	1586
456	1332	1582
457	1334	1579
458	1337	1576
459	1339	1572
460	1341	1568
461	1343	1564
462	1346	1561
463	1348	1557
464	1350	1553
465	1353	1551
466	1356	1547
467	1357	1543
468	1359	1539
469	1361	1535
470	1364	1532
471	1367	1529
472	1369	1525
473	1373	1524
474	1376	1521
475	1383	1522
476	1386	1519
477	1389	1517
478	1391	1513
479	1393	1509
480	1395	1505
481	1402	1506
482	1405	1504
483	1408	1501
484	1410	1497
485	1413	1495
486	1416	1492
487	1418	1488
488	1420	1484
489	1422	1480
490	1425	1477
491	1427	1473
492	1430	1471
493	1432	1467
494	1434	1463
495	1436	1459
496	1438	1455
497	1442	1454
498	1446	1452
499	1449	1449
500	1450	1445
501	1452	1441
502	1456	1439
503	1458	1435
504	1460	1431
505	1464	1429
506	1468	1427
507	1470	1423
508	1472	1420
509	1474	1416
510	1476	1412
511	1480	1410
512	1482	1407
513	1484	1403
514	1487	1400
515	1488	1396
516	1490	1392
517	1492	1388
518	1495	1386
519	1498	1383
520	1501	1380
521	1503	1376
522	1505	1372
523	1508	1370
524	1511	1367
525	1514	1365
526	1520	1364
527	1523	1361
528	1525	1358
529	1529	1356
530	1533	1354
531	1535	1350
532	1537	1347
533	1539	1343
534	1542	1341
535	1544	1337
536	1546	1333
537	1549	1330
538	1552	1327
539	1554	1324
540	1556	1320
541	1560	1318
542	1561	1314
543	1564	1311
544	1568	1309
545	1570	1306
546	1574	1303
547	1578	1301
548	1581	1299
549	1584	1296
550	1587	1293
551	1589	1290
552	1594	1288
553	1596	1285
554	1598	1281
555	1602	1279
556	1604	1275
557	1606	1272
558	1608	1269
559	1610	1265
560	1614	1263
561	1616	1260
562	1619	1256
563	1625	1256
564	1627	1253
565	1629	1249
566	1632	1247
567	1636	1244
568	1639	1241
569	1642	1238
570	1646	1236
571	1648	1233
572	1651	1230
573	1654	1227
574	1659	1226
575	1661	1223
576	1663	1219
577	1665	1216
578	1667	1212
579	1669	1209
580	1671	1205
581	1674	1202
582	1676	1198
583	1678	1195
584	1682	1193
585	1684	1190
586	1689	1188
587	1692	1186
588	1697	1184
589	1699	1181
590	1701	1177
591	1704	1174
592	1705	1170
593	1709	1168
594	1711	1165
595	1713	1161
596	1715	1157
597	1717	1154
598	1719	1151
599	1724	1149
600	1729	1148
601	1731	1144
602	1733	1141
603	1737	1139
604	1739	1135
605	1741	1132
606	1743	1128
607	1745	1125
608	1748	1122
609	1750	1119
610	1752	1115
611	1756	1113
612	1758	1110
613	1764	1109
614	1766	1105
615	1769	1102
616	1772	1100
617	1776	1097
618	1779	1095
619	1782	1092
620	1783	1088
621	1785	1085
622	1788	1082
623	1791	1079
624	1797	1078
625	1799	1075
626	1801	1071
627	1804	1068
628	1807	1065
629	1810	1063
630	1812	1059
631	1816	1057
632	1817	1053
633	1820	1051
634	1825	1049
635	1827	1045
636	1829	1042
637	1831	1039
638	1833	1035
639	1836	1033
640	1838	1029
641	1841	1026
642	1846	1024
643	1847	1021
644	1850	1018
645	1853	1015
646	1856	1013
647	1858	1009
648	1860	1006
649	1862	1003
650	1864	999
651	1866	996
652	1870	993
653	1872	990
654	1874	987
655	1876	984
656	1878	980
657	1880	977
658	1884	975
659	1886	971
660	1888	968
661	1892	966
662	1895	963
663	1897	960
664	1899	956
665	1902	954
666	1905	951
667	1909	948
668	1911	945
669	1913	942
670	1915	939
671	1920	937
672	1922	934
673	1924	931
674	1927	928
675	1929	924
676	1932	921
677	1936	919
678	1938	916
679	1941	913
680	1944	911
681	1946	907
682	1948	904
683	1952	901
684	1956	899
685	1958	896
686	1962	893
687	1965	891
688	1967	887
689	1968	884
690	1971	881
691	1973	878
692	1975	875
693	1977	871
694	1979	868
695	1984	866
696	1986	863
697	1988	860
698	1990	857
699	1992	854
700	1995	851
701	1998	848
702	2001	845
703	2003	842
704	2005	839
705	2007	835
706	2011	833
707	2013	830
708	2016	827
709	2019	824
710	2022	822
711	2024	819
712	2026	815
713	2028	812
714	2033	810
715	2036	807
716	2038	804
717	2041	801
718	2043	798
719	2045	795
720	2048	792
721	2049	789
722	2051	786
723	2060	785
724	2064	782
725	2065	779
726	2068	776
727	2070	773
728	2072	770
729	2074	767
730	2079	765
731	2082	762
732	2084	759
733	2086	756
734	2089	753
735	2091	750
736	2094	747
737	2096	744
738	2098	741
739	2101	738
740	2103	735
741	2104	731
742	2109	729
743	2111	726
744	2118	725
745	2121	722
746	2124	719
747	2127	716
748	2132	714
749	2134	711
750	2136	708
751	2138	705
752	2141	702
753	2142	699
754	2144	695
755	2147	693
756	2150	690
757	2152	687
758	2154	684
759	2157	681
760	2160	678
761	2163	675
762	2165	672
763	2166	669
764	2168	666
765	2171	663
766	2173	660
767	2175	657
768	2178	654
769	2182	651
770	2184	648
771	2186	645
772	2190	643
773	2192	640
774	2198	638
775	2202	635
776	2204	632
777	2207	629
778	2209	626
779	2212	624
780	2214	621
781	2217	618
782	2221	615
783	2225	613
784	2227	610
785	2229	607
786	2234	604
787	2237	601
788	2239	598
789	2241	595
790	2245	593
791	2248	590
792	2250	587
793	2252	584
794	2255	581
795	2257	578
796	2259	575
797	2263	572
798	2265	570
799	2268	567
800	2271	564
801	2278	562
802	2280	559
803	2282	556
804	2284	553
805	2288	550
806	2291	548
807	2294	545
808	2297	542
809	2298	539
810	2300	536
811	2302	533
812	2306	530
813	2309	527
814	2314	525
815	2317	522
816	2319	519
817	2322	516
818	2325	513
819	2330	511
820	2334	508
821	2336	506
822	2339	503
823	2341	500
824	2346	497
825	2350	495
826	2352	492
827	2354	489
828	2356	486
829	2358	483
830	2361	480
831	2365	477
832	2368	474
833	2370	471
834	2372	468
835	2374	465
836	2377	462
837	2379	459
838	2381	457
839	2383	454
840	2385	451
841	2387	448
842	2389	445
843	2393	442
844	2396	439
845	2398	436
846	2401	433
847	2403	430
848	2405	427
849	2407	424
850	2409	421
851	2411	418
852	2413	415
853	2415	413
854	2418	410
855	2422	407
856	2425	404
857	2429	402
858	2431	399
859	2434	396
860	2438	393
861	2439	390
862	2444	388
863	2446	385
864	2449	382
865	2454	379
866	2463	377
867	2465	374
868	2469	372
869	2473	369
870	2476	366
871	2478	363
872	2481	360
873	2483	357
874	2485	355
875	2486	352
876	2489	349
877	2491	346
878	2494	343
879	2496	340
880	2498	337
881	2501	334
882	2503	331
883	2505	328
884	2508	325
885	2511	323
886	2514	320
887	2516	317
888	2518	314
889	2520	311
890	2524	308
891	2525	305
892	2527	302
893	2529	299
894	2531	296
895	2533	294
896	2537	291
897	2540	288
898	2542	285
899	2544	282
900	2546	279
901	2551	277
902	2556	274
903	2557	271
904	2559	268
905	2563	265
906	2565	263
907	2567	260
908	2569	257
909	2573	254
910	2575	251
911	2579	248
912	2580	245
913	2583	243
914	2588	240
915	2590	237
916	2593	234
917	2596	231
918	2601	229
919	2603	226
920	2605	223
921	2608	220
922	2610	217
923	2614	215
924	2616	212
925	2618	209
926	2620	206
927	2623	203
928	2625	200
929	2627	197
930	2631	195
931	2633	192
932	2635	189
933	2637	186
934	2639	183
935	2643	180
936	2646	177
937	2647	175
938	2652	172
939	2656	169
940	2658	166
941	2661	163
942	2663	161
943	2665	158
944	2667	155
945	2670	152
946	2673	149
947	2675	146
948	2677	143
949	2679	141
950	2681	138
951	2683	135
952	2685	132
953	2687	129
954	2690	126
955	2693	123
956	2695	121
957	2697	118
958	2699	115
959	2701	112
960	2704	109
961	2707	106
962	2709	104
963	2711	101
964	2713	98
965	2715	95
966	2717	92
967	2722	89
968	2724	87
969	2726	84
970	2728	81
971	2731	78
972	2733	75
973	2737	73
974	2739	70
975	2741	67
976	2743	64
977	2744	61
978	2746	58
979	2749	56
980	2753	53
981	2755	50
982	2756	47
983	2758	44
984	2760	42
985	2762	39
986	2764	36
987	2767	33
988	2768	30
989	2770	27
990	2772	25
991	2773	22
992	2775	19
993	2777	16
994	2778	13
995	2780	11
996	2783	8
997	2785	5
998	2786	2
999	2788	0
