iter	Logloss
261	0.1714174702
262	0.1713505027
263	0.1712765073
264	0.1712441759
265	0.1711913876
266	0.1711437296
267	0.1710922148
268	0.1710328104
269	0.1710136552
270	0.1709939488
271	0.1709473124
272	0.1708906853
273	0.1708058305
274	0.1707690193
275	0.1707404062
276	0.1707206786
277	0.1706781383
278	0.1706132373
279	0.1705371616
280	0.1704888605
281	0.1704218801
282	0.1703780278
283	0.1703306387
284	0.1702814244
285	0.1702419162
286	0.170187369
287	0.1701683392
288	0.1701433632
289	0.1701072274
290	0.1700861479
291	0.1700048392
292	0.1699168512
293	0.1698747521
294	0.1698281981
295	0.1697986395
296	0.1697598596
297	0.1697277339
298	0.1696892819
299	0.169676213
300	0.1696628393
301	0.1696238158
302	0.1695767677
303	0.1695353468
304	0.1694917527
305	0.1694396853
306	0.1693797576
307	0.1693255451
308	0.1692745927
309	0.1692173607
310	0.1691623631
311	0.1691152395
312	0.1690635669
313	0.1690225257
314	0.1689782739
315	0.1689213884
316	0.1688863596
317	0.1688512244
318	0.1688294408
319	0.1687980682
320	0.1687210489
321	0.1686806249
322	0.1686430361
323	0.168637119
324	0.1685704248
325	0.1685242522
326	0.1684598931
327	0.1684404265
328	0.1684039946
329	0.1683820915
330	0.1683654416
331	0.168360076
332	0.1682975098
333	0.168231991
334	0.1681820275
335	0.1681353152
336	0.1681023254
337	0.1680883656
338	0.1680549587
339	0.1679782313
340	0.1679262255
341	0.1678538971
342	0.1678160515
343	0.1677589232
344	0.1677382316
345	0.1676921024
346	0.1676503857
347	0.1676051164
348	0.1675782289
349	0.167544269
350	0.1674607152
351	0.1673911491
352	0.1673448302
353	0.1673356229
354	0.1672640781
355	0.1672166147
356	0.1671497379
357	0.1671337394
358	0.1670949751
359	0.167044406
360	0.166991319
361	0.1669696074
362	0.1669275226
363	0.166894814
364	0.1668280494
365	0.1667989468
366	0.1667703782
367	0.1666998039
368	0.1666742945
369	0.1665999322
370	0.1665416703
371	0.1665218894
372	0.1664589006
373	0.1664337715
374	0.1663815607
375	0.1663546881
376	0.1663135092
377	0.1662589646
378	0.1662340254
379	0.1662057413
380	0.1661843015
381	0.166116595
382	0.1661051598
383	0.1660902831
384	0.1660542572
385	0.1660411492
386	0.1659952715
387	0.1659717441
388	0.165913898
389	0.1658516833
390	0.1658087074
391	0.1657796372
392	0.1657523859
393	0.16573197
394	0.1656859255
395	0.1656139141
396	0.1655670384
397	0.1655436447
398	0.1654863681
399	0.1654595619
400	0.1654352842
401	0.1653743239
402	0.1653568468
403	0.165317225
404	0.1652638798
405	0.1652456604
406	0.1652081562
407	0.1651804678
408	0.1651403452
409	0.1650723703
410	0.1650074303
411	0.1649949067
412	0.16495613
413	0.1649170584
414	0.1648943614
415	0.1648450455
416	0.1647938083
417	0.1647635833
418	0.1647159426
419	0.1646699552
420	0.164648537
421	0.1645947029
422	0.1645782623
423	0.164548751
424	0.1645180894
425	0.1644705983
426	0.164419981
427	0.164371161
428	0.1643305742
429	0.1642776858
430	0.1642116054
431	0.1641819452
432	0.1641160098
433	0.164063925
434	0.1640083684
435	0.1639629624
436	0.1639122851
437	0.1638692298
438	0.1638314028
439	0.1637695536
440	0.1637258728
441	0.1636732984
442	0.1636484219
443	0.1636221819
444	0.1635863239
445	0.1635408655
446	0.1635200545
447	0.1634790897
448	0.163446394
449	0.1634166537
450	0.1634085291
451	0.1633881498
452	0.1633413296
453	0.163317178
454	0.163300175
455	0.1632805004
456	0.1632551339
457	0.1632473132
458	0.1632214011
459	0.1631959796
460	0.1631718078
461	0.1631283609
462	0.1631076968
463	0.16304733
464	0.1630287152
465	0.1629894893
466	0.1629667744
467	0.1629520751
468	0.1628905811
469	0.1628700453
470	0.1628478224
471	0.1628104023
472	0.1627918352
473	0.1627308724
474	0.1627035356
475	0.162669991
476	0.1626523933
477	0.1626124065
478	0.1625821447
479	0.1625613031
480	0.1625301824
481	0.1625098574
482	0.1624933895
483	0.1624646454
484	0.1624218954
485	0.1623836523
486	0.1623415326
487	0.1622928306
488	0.1622649008
489	0.1622449673
490	0.1622092769
491	0.1621874076
492	0.1621691451
493	0.1621481098
494	0.1621253527
495	0.1620935378
496	0.1620638516
497	0.1620446458
498	0.1620288714
499	0.1619871266
500	0.1619493041
501	0.1619357503
502	0.1618797275
503	0.161857822
504	0.1618177115
505	0.1617686004
506	0.1617441206
507	0.1617374161
508	0.1617027884
509	0.1616594421
510	0.1616149163
511	0.1615796877
512	0.1615669988
513	0.1615277197
514	0.1614945786
515	0.1614887327
516	0.1614661969
517	0.1614504224
518	0.161444333
519	0.1614073988
520	0.1613896557
521	0.1613757055
522	0.1613573344
523	0.1613340402
524	0.161317654
525	0.1612794817
526	0.1612445969
527	0.1612052204
528	0.1611993753
529	0.1611935439
530	0.1611632294
531	0.1611502477
532	0.1611188823
533	0.1610964206
534	0.1610598027
535	0.1610326852
536	0.1610010807
537	0.1609895126
538	0.1609651049
539	0.1609184397
540	0.160903793
541	0.1608651274
542	0.1608071876
543	0.1608019437
544	0.1607693496
545	0.160734203
546	0.1607218039
547	0.1607096147
548	0.1607045306
549	0.1606849626
550	0.160667009
551	0.1606550781
552	0.1606154235
553	0.1605988764
554	0.1605594776
555	0.1605340082
556	0.160512424
557	0.1604818427
558	0.1604629058
559	0.1604074241
560	0.1603864742
561	0.1603755448
562	0.1603707843
563	0.1603661691
564	0.160336416
565	0.1602951964
566	0.1602732558
567	0.1602623895
568	0.1602429532
569	0.1602043616
570	0.1601940618
571	0.1601485806
572	0.1601342382
573	0.1601214318
574	0.1601036603
575	0.160095054
576	0.1600494706
577	0.16001691
578	0.1599956642
579	0.1599662529
580	0.1599272762
581	0.1599073217
582	0.1598678936
583	0.1598583687
584	0.1598240894
585	0.1598036185
586	0.159766659
587	0.1597624142
588	0.1597420427
589	0.1597222814
590	0.1597030578
591	0.1596739098
592	0.1596192572
593	0.1595800476
594	0.1595187814
595	0.1594909047
596	0.1594830894
597	0.1594475929
598	0.1594096364
599	0.1593906175
600	0.1593389438
601	0.1592911163
602	0.1592559492
603	0.1592470054
604	0.15923162
605	0.1592240461
606	0.1592055813
607	0.1591661971
608	0.1591513637
609	0.1591332817
610	0.1590978572
611	0.1590699635
612	0.1590429983
613	0.1590017166
614	0.1589801197
615	0.1589512404
616	0.1589295409
617	0.1589065649
618	0.1588673495
619	0.1588642509
620	0.158850572
621	0.1588002178
622	0.1587830774
623	0.158749493
624	0.1587422427
625	0.158713947
626	0.1586759565
627	0.158659086
628	0.1586270575
629	0.1586116897
630	0.1585692808
631	0.1585267229
632	0.1585159719
633	0.1584988253
634	0.1584887002
635	0.1584559044
636	0.1584277918
637	0.1583859216
638	0.1583741294
639	0.1583179999
640	0.1583048297
641	0.1582915293
642	0.15826363
643	0.1582056079
644	0.1581700385
645	0.1581218029
646	0.1580995018
647	0.1580857543
648	0.1580250203
649	0.1579404308
650	0.1579046027
651	0.1578796759
652	0.1578440585
653	0.1578307126
654	0.1578064347
655	0.1577701407
656	0.1577556615
657	0.1577458908
658	0.1576933406
659	0.1576531702
660	0.1576129589
661	0.1575653803
662	0.1575395387
663	0.1575202248
664	0.1574740243
665	0.1574401018
666	0.1574269497
667	0.1574101798
668	0.157377592
669	0.1573712787
670	0.1573250376
671	0.157312369
672	0.1572749891
673	0.1572677572
674	0.1572350242
675	0.1571990964
676	0.1571890359
677	0.1571083851
678	0.1570960725
679	0.1570455847
680	0.1570336869
681	0.1570149637
682	0.1570021348
683	0.156963716
684	0.156913468
685	0.1568704271
686	0.1568337203
687	0.1568236356
688	0.1568129969
689	0.15679719
690	0.156748976
691	0.1566739742
692	0.1566617746
693	0.1566278382
694	0.1565902983
695	0.1565786637
696	0.1565574384
697	0.1565003013
698	0.1564831055
699	0.1564592761
700	0.1564372387
701	0.1564252986
702	0.156415972
703	0.156387838
704	0.1563274384
705	0.1562921719
706	0.1562579863
707	0.1562471546
708	0.1562227897
709	0.1561895565
710	0.1561501638
711	0.15611178
712	0.1560662899
713	0.1560372411
714	0.1559978955
715	0.1559753641
716	0.1559636803
717	0.155931673
718	0.1559079904
719	0.1558609944
720	0.1558173263
721	0.1557922432
722	0.1557581864
723	0.1557045063
724	0.1556974775
725	0.1556880216
726	0.155679403
727	0.1556646586
728	0.1556468559
729	0.1556229659
730	0.1556117342
731	0.1555428811
732	0.1555072231
733	0.1554912636
734	0.1554807664
735	0.155449675
736	0.1554180066
737	0.1554024491
738	0.1553795451
739	0.1553479127
740	0.155294943
741	0.1552840664
742	0.1552543666
743	0.1552112972
744	0.1551900419
745	0.1551819398
746	0.1551712401
747	0.1551449757
748	0.1551016767
749	0.1550679738
750	0.155023237
751	0.1549935715
752	0.1549734452
753	0.1549617753
754	0.1549453574
755	0.1549232691
756	0.1549004446
757	0.1548898249
758	0.1548680174
759	0.1548174684
760	0.1547832188
761	0.1547742464
762	0.1547446098
763	0.1547168182
764	0.154659703
765	0.1546344393
766	0.1546196251
767	0.1545920117
768	0.1545589036
769	0.1545486235
770	0.1545405031
771	0.1545220218
772	0.1545013058
773	0.1544714116
774	0.1544095629
775	0.1543878534
776	0.1543729906
777	0.1543139998
778	0.1542856589
779	0.1542652907
780	0.1542369939
781	0.15420926
782	0.1541682622
783	0.1541276287
784	0.1541076552
785	0.1540941177
786	0.1540379526
787	0.1540278677
788	0.1539975828
789	0.1539583892
790	0.1539046294
791	0.1538569509
792	0.1538054834
793	0.1537792346
794	0.1537725287
795	0.153746362
796	0.1537365494
797	0.1536856902
798	0.1536573211
799	0.1536508318
800	0.1536227255
801	0.1535984884
802	0.1535511982
803	0.1535308019
804	0.1535228582
805	0.1535029556
806	0.1534754604
807	0.1534706665
808	0.153455249
809	0.1534462722
810	0.1533992696
811	0.1533737192
812	0.1533470792
813	0.1533306091
814	0.1533048562
815	0.1532815407
816	0.1532437909
817	0.1532060391
818	0.1532006505
819	0.1531719718
820	0.1531624416
821	0.1531264059
822	0.1531170124
823	0.1530754365
824	0.1530528319
825	0.1530237502
826	0.1530034619
827	0.1529788046
828	0.1529591662
829	0.152940661
830	0.1529324875
831	0.1529276802
832	0.1528938616
833	0.1528673738
834	0.1528429967
835	0.1528150025
836	0.1527943577
837	0.1527743363
838	0.1527699599
839	0.1527235073
840	0.1527190226
841	0.1527091564
842	0.152660863
843	0.1526284053
844	0.1526007441
845	0.1525820984
846	0.1525656955
847	0.152547515
848	0.1525110377
849	0.1524823856
850	0.1524612507
851	0.1524124412
852	0.1523493536
853	0.15232367
854	0.1522877388
855	0.1522610179
856	0.1522516252
857	0.1522314931
858	0.152139395
859	0.1521342655
860	0.1521038398
861	0.1520986358
862	0.1520632258
863	0.1520493744
864	0.1520221453
865	0.1520145399
866	0.1519543869
867	0.1519467676
868	0.1519069399
869	0.1518602613
870	0.1518344613
871	0.1518084878
872	0.1518042462
873	0.1517967553
874	0.151792699
875	0.1517449813
876	0.1516736749
877	0.1516552664
878	0.1516514844
879	0.1516441211
880	0.1516075662
881	0.1515496681
882	0.1514950426
883	0.1514619785
884	0.1514297861
885	0.15139092
886	0.1513659742
887	0.1513586616
888	0.1513447847
889	0.1513150348
890	0.1512980739
891	0.1512888587
892	0.1512614164
893	0.1512363499
894	0.1511986885
895	0.151193459
896	0.1511772076
897	0.1511636492
898	0.1511555167
899	0.1511518155
900	0.1511285248
901	0.1510886742
902	0.1510579639
903	0.1510395314
904	0.1510105009
905	0.1509812595
906	0.1509572261
907	0.1509014966
908	0.1508924744
909	0.1508684212
910	0.1508642248
911	0.150828304
912	0.1507922967
913	0.1507687888
914	0.150725246
915	0.150685792
916	0.1506615023
917	0.1506486846
918	0.1506264488
919	0.1505770913
920	0.1505641185
921	0.1505570303
922	0.1505079596
923	0.1504529025
924	0.1504371192
925	0.1503923893
926	0.1503856094
927	0.1503559647
928	0.1502987331
929	0.1502436911
930	0.1502258061
931	0.1501756503
932	0.1501343458
933	0.1500811605
934	0.1500724458
935	0.1500206526
936	0.1499959389
937	0.1499647492
938	0.1499419126
939	0.1499192442
940	0.1498937555
941	0.1498571398
942	0.1498535341
943	0.1498294026
944	0.1497779791
945	0.149751051
946	0.1497222354
947	0.1496851803
948	0.1496771687
949	0.1496532777
950	0.1496232714
951	0.1495981638
952	0.1495515183
953	0.1495304933
954	0.1495261501
955	0.1494938848
956	0.1494725716
957	0.1494609399
958	0.1494428366
959	0.1494147615
960	0.1493590666
961	0.1493041102
962	0.1492787817
963	0.1492225882
964	0.1492191023
965	0.1491925168
966	0.1491402325
967	0.1491331765
968	0.149083996
969	0.1490639718
970	0.1490549174
971	0.149011005
972	0.1489640246
973	0.1489354794
974	0.1488782464
975	0.1488527815
976	0.1488251573
977	0.1488101488
978	0.1487629012
979	0.1487098734
980	0.1486608469
981	0.1486463565
982	0.1486191401
983	0.14856457
984	0.1485126914
985	0.1484991772
986	0.1484660347
987	0.1484440741
988	0.1483980694
989	0.1483409799
990	0.1483245536
991	0.1482966426
992	0.1482774417
993	0.1482569304
994	0.1482127247
995	0.1481707443
996	0.1481238178
997	0.1480699892
998	0.14806334
999	0.1480599848
492091831
1459051351
